mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.25	0	15/16	2/2	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	9/4	1.0	1/2	1/2	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	1	13/4	1.0	3/4	3/4	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	2	17/4	2.0	0	0	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
3	2	25/4	1.0	1/2	1/2	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	29/4	1.0	3/4	3/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
4	3	33/4	1.0	0	0	2/2	1	1	i6(2)	c	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
4	3	37/4	1.0	1/4	1/4	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	3	41/4	1.0	1/2	1/2	2/2	1	1	iv6(2)	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	3	45/4	1.0	3/4	3/4	2/2	1	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	4	49/4	4.0	0	0	2/2	1	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	65/4	4.0	0	0	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
7	6	81/4	3.0	0	0	2/2	1	1	V6/VI	c	i		V6/VI	V		6		VI			M	1	1	1, -2, -3		-3	1
7	6	93/4	1.0	3/4	3/4	2/2	1	1	V65/VI	c	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
8	7	97/4	3.0	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	109/4	3.0	3/4	3/4	2/2	1	1	V6/iv	c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
9	8	121/4	2.0	1/2	1/2	2/2	1	1	V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
10	9	129/4	3.0	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	9	141/4	1.0	3/4	3/4	2/2	1	1	viio6/III	c	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
11	10	145/4	3.0	0	0	2/2	1	1	viio64/III	c	i		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
11	10	157/4	1.0	3/4	3/4	2/2	1	1	viio6/III	c	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
12	11	161/4	4.0	0	0	2/2	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
13	12	177/4	4.0	0	0	2/2	1	1	V2/III	c	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
14	13	193/4	2.0	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	13	201/4	1.0	1/2	1/2	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
14	13	205/4	1.0	3/4	3/4	2/2	1	1	#viio	c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
15	14	209/4	1.75	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
15	14	54	2.25	7/16	7/16	2/2	1	1	v.#viio{	c	v		#viio	#vii	o					{	o	1	1	5, 2, -1		5	5
16	15	225/4	2.0	0	0	2/2	1	1	V2	c	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
16	15	233/4	2.0	1/2	1/2	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	16	241/4	3.0	0	0	2/2	1	1	#viio7/iv	c	v		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
17	16	253/4	1.0	3/4	3/4	2/2	1	1	V6	c	v		V6	V		6					M	1	1	5, 2, 1		1	5
18	17	257/4	1.0	0	0	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	17	261/4	1.0	1/4	1/4	2/2	1	1	iio6	c	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
18	17	265/4	1.5	1/2	1/2	2/2	1	1	V(#6)	c	v		V(#6)	V			#6				M	1	1	1, 5, 2	4	1	1
18	17	271/4	0.5	7/8	7/8	2/2	1	1	V(b5)	c	v		V(b5)	V			b5				M	1	1	1, 5, -5		1	1
19	18	273/4	3.75	0	0	2/2	1	1	I|PAC}	c	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
19	18	72	0.25	15/16	15/16	2/2	1	1	III.I{	c	III		I	I						{	M	1	0	0, 4, 1		0	0
20	19	289/4	2.0	0	0	2/2	1	1	I6(^#5)	c	III		I6(^#5)	I		6	^#5				M	1	0	4, 8, 0		0	4
20	19	297/4	2.0	1/2	1/2	2/2	1	1	ii(^#5)	c	III		ii(^#5)	ii			^#5				m	1	0	2, -1, 10		2	2
21	20	305/4	1.0	0	0	2/2	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
21	20	309/4	1.0	1/4	1/4	2/2	1	1	vii	c	III		vii	vii							m	1	0	5, 2, 6		5	5
21	20	313/4	3.0	1/2	1/2	2/2	1	1	#viio7/vi	c	III		#viio7/vi	#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
22	21	325/4	1.0	1/4	1/4	2/2	1	1	vi	c	III		vi	vi							m	1	0	3, 0, 4		3	3
22	21	329/4	2.0	1/2	1/2	2/2	1	1	#viio6/vi	c	III		#viio6/vi	#vii	o	6		vi			o	1	0	5, 2, 8		8	5
23	22	337/4	2.0	0	0	2/2	1	1	IM7(^#5)	c	III		IM7(^#5)	I	M	7	^#5				MM7	1	0	0, 4, 8, 5		0	0
23	22	345/4	2.0	1/2	1/2	2/2	1	1	#viio43/vi	c	III		#viio43/vi	#vii	o	43		vi			o7	1	0	2, -1, 8, 5		8	2
24	23	353/4	4.0	0	0	2/2	1	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
25	24	369/4	2.0	0	0	2/2	1	1	IV6	c	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
25	24	377/4	2.0	1/2	1/2	2/2	1	1	viio	c	III		viio	vii	o						o	1	0	5, 2, -1		5	5
26	25	385/4	2.0	0	0	2/2	1	1	I6(117)	c	III		I6(117)	I		6	117				M	1	0	4, 1, 5	-1	0	4
26	25	393/4	2.0	1/2	1/2	2/2	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
27	26	401/4	4.0	0	0	2/2	1	1	i.#viio2/iv	c	i		#viio2/iv	#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
28	27	417/4	2.0	0	0	2/2	1	1	V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
28	27	425/4	2.0	1/2	1/2	2/2	1	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
29	28	433/4	2.0	0	0	2/2	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
29	28	441/4	2.0	1/2	1/2	2/2	1	1	V/iv	c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
30	29	449/4	2.0	0	0	2/2	1	1	IV6	c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
30	29	457/4	2.0	1/2	1/2	2/2	1	1	V2/VII	c	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
31	30	465/4	4.0	0	0	2/2	1	1	VII6	c	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
32	31	481/4	2.0	0	0	2/2	1	1	#viio7	c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
32	31	489/4	1.0	1/2	1/2	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
32	31	493/4	1.0	3/4	3/4	2/2	1	1	v	c	i		v	v							m	1	1	1, -2, 2		1	1
33	32	497/4	1.0	0	0	2/2	1	1	iv6(2)	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
33	32	501/4	1.0	1/4	1/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
33	32	505/4	1.25	1/2	1/2	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
33	32	255/2	0.25	13/16	13/16	2/2	1	1	#viio/ii	c	i		#viio/ii	#vii	o			ii			o	1	1	7, 4, 1		7	7
33	32	511/4	0.5	7/8	7/8	2/2	1	1	ii	c	i		ii	ii							m	1	1	2, -1, 3		2	2
34	33	513/4	1.5	0	0	2/2	1	1	V7(#4)	c	i		V7(#4)	V		7	#4				Mm7	1	1	1, 5, 7, -1		1	1
34	33	519/4	2.5	3/8	3/8	2/2	1	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	34	529/4	1.0	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
35	34	533/4	2.5	1/4	1/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
35	34	543/4	0.5	7/8	7/8	2/2	1	1	viio6/V	c	i		viio6/V	vii	o	6		V			o	1	1	3, 0, 6		6	3
36	35	545/4	2.0	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
36	35	553/4	2.0	1/2	1/2	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
37	36	561/4	3.75	0	0	2/2	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
