mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1/4	1/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	0
1	1	1/2	1/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	1
1	1	3/4	3/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		8	80	G#5	5	2
1	1	1	1	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	3
1	1	5/4	5/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		0	84	C6	6	4
1	1	3/2	3/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	5
1	1	7/4	7/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	6
1	1	2	2	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		3	69	A4	4	7
1	1	9/4	9/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	8
1	1	5/2	5/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	9
1	1	11/4	11/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		8	80	G#5	5	10
1	1	3	3	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	11
1	1	13/4	13/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		0	84	C6	6	12
1	1	7/2	7/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	13
1	1	15/4	15/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	14
2	2	4	4	0.25		0	0	4/4	1	1	1/16	1/16	1		3	69	A4	4	15
2	2	17/4	17/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	16
2	2	9/2	9/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	17
2	2	19/4	19/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	18
2	2	5	5	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		8	68	G#4	4	19
2	2	21/4	21/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	20
2	2	11/2	11/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	21
2	2	23/4	23/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	22
2	2	6	6	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		0	72	C5	5	23
2	2	25/4	25/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	24
2	2	13/2	13/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		8	80	G#5	5	25
2	2	27/4	27/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	26
2	2	7	7	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		4	64	E4	4	27
2	2	29/4	29/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	28
2	2	15/2	15/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	29
2	2	31/4	31/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	30
3	3	8	8	0.25		0	0	4/4	1	1	1/16	1/16	1		3	69	A4	4	31
3	3	33/4	33/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	32
3	3	17/2	17/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	33
3	3	35/4	35/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	34
3	3	9	9	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		8	68	G#4	4	35
3	3	37/4	37/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	36
3	3	19/2	19/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	37
3	3	39/4	39/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	38
3	3	10	10	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		0	72	C5	5	39
3	3	41/4	41/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	40
3	3	21/2	21/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		8	80	G#5	5	41
3	3	43/4	43/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	42
3	3	11	11	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		4	64	E4	4	43
3	3	45/4	45/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	44
3	3	23/2	23/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	45
3	3	47/4	47/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	46
4	4	12	12	0.25		0	0	4/4	1	1	1/16	1/16	1		3	69	A4	4	47
4	4	49/4	49/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	48
4	4	25/2	25/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	49
4	4	51/4	51/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	50
4	4	13	13	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		-1	65	F4	4	51
4	4	53/4	53/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	52
4	4	27/2	27/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	53
4	4	55/4	55/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	54
4	4	14	14	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		4	64	E4	4	55
4	4	57/4	57/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	56
4	4	29/2	29/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	57
4	4	59/4	59/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	58
4	4	15	15	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		2	62	D4	4	59
4	4	61/4	61/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	60
4	4	31/2	31/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	61
4	4	63/4	63/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	62
5	5	16	16	0.25		0	0	4/4	1	1	1/16	1/16	1		8	68	G#4	4	63
5	5	65/4	65/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	64
5	5	33/2	33/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	65
5	5	67/4	67/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	66
5	5	17	17	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		4	76	E5	5	67
5	5	69/4	69/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		8	80	G#5	5	68
5	5	35/2	35/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		5	83	B5	5	69
5	5	71/4	71/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		2	86	D6	6	70
5	5	18	18	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		-1	77	F5	5	71
5	5	73/4	73/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		2	86	D6	6	72
5	5	37/2	37/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		5	83	B5	5	73
5	5	75/4	75/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		8	80	G#5	5	74
5	5	19	19	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		4	76	E5	5	75
5	5	77/4	77/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	76
5	5	39/2	39/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	77
5	5	79/4	79/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	78
6	6	20	20	0.25		0	0	4/4	1	1	1/16	1/16	1		0	72	C5	5	79
6	6	81/4	81/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	80
6	6	41/2	41/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	81
6	6	83/4	83/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	82
6	6	21	21	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	83
6	6	85/4	85/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		0	84	C6	6	84
6	6	43/2	43/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		4	88	E6	6	85
6	6	87/4	87/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	86
6	6	22	22	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		1	79	G5	5	87
6	6	89/4	89/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	88
6	6	45/2	45/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	89
6	6	91/4	91/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	90
6	6	23	23	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		0	72	C5	5	91
6	6	93/4	93/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	92
6	6	47/2	47/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	93
6	6	95/4	95/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	94
7	7	24	24	0.25		0	0	4/4	1	1	1/16	1/16	1		3	69	A4	4	95
7	7	97/4	97/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	96
7	7	49/2	49/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	97
7	7	99/4	99/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	98
7	7	25	25	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	99
7	7	101/4	101/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	100
7	7	51/2	51/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	101
